,node_ID,highway,street_count,x,y,geometry
0,567924681,,3,34.8767312,-19.8504692,POINT (34.8767312 -19.8504692)
1,567924698,,3,34.8940102,-19.7972442,POINT (34.8940102 -19.7972442)
2,567924713,,4,34.8997959,-19.8012607,POINT (34.8997959 -19.8012607)
3,567924714,,3,34.9005242,-19.7984746,POINT (34.9005242 -19.7984746)
4,567924716,,3,34.9029918,-19.7991005,POINT (34.9029918 -19.7991005)
5,567924719,,3,34.9002814,-19.7993175,POINT (34.9002814 -19.7993175)
6,567929911,,3,34.8556853,-19.848007,POINT (34.8556853 -19.848007)
7,567929915,,3,34.8723328,-19.8510239,POINT (34.8723328 -19.8510239)
8,567929916,,3,34.8748553,-19.851031,POINT (34.8748553 -19.851031)
9,567929917,,3,34.8745304,-19.8513266,POINT (34.8745304 -19.8513266)
10,567929920,,3,34.8760621,-19.8505504,POINT (34.8760621 -19.8505504)
11,567929922,,3,34.8757849,-19.8506145,POINT (34.8757849 -19.8506145)
12,567929924,,3,34.875857,-19.8508504,POINT (34.875857 -19.8508504)
13,567929925,,3,34.8758303,-19.8502816,POINT (34.8758303 -19.8502816)
14,567929926,,3,34.8759902,-19.8505216,POINT (34.8759902 -19.8505216)
15,567929927,,3,34.8758154,-19.8505741,POINT (34.8758154 -19.8505741)
16,567929928,,3,34.8754527,-19.8508448,POINT (34.8754527 -19.8508448)
17,567929929,,3,34.8755639,-19.8495268,POINT (34.8755639 -19.8495268)
18,567929930,,3,34.8761325,-19.8512336,POINT (34.8761325 -19.8512336)
19,567929931,,3,34.8761912,-19.8514994,POINT (34.8761912 -19.8514994)
20,567929934,,3,34.8775892,-19.851247,POINT (34.8775892 -19.851247)
21,567929937,,3,34.8775705,-19.8515692,POINT (34.8775705 -19.8515692)
22,567929939,,3,34.8761131,-19.8507931,POINT (34.8761131 -19.8507931)
23,567929945,,3,34.8818069,-19.8514734,POINT (34.8818069 -19.8514734)
24,567929948,,4,34.8849103,-19.8506447,POINT (34.8849103 -19.8506447)
25,567929951,,3,34.8885341,-19.8495449,POINT (34.8885341 -19.8495449)
26,567929953,,3,34.8899341,-19.8488173,POINT (34.8899341 -19.8488173)
27,567929954,,3,34.88912,-19.8468224,POINT (34.88912 -19.8468224)
28,567929955,,3,34.894088,-19.8465019,POINT (34.894088 -19.8465019)
29,567929956,,3,34.8952884,-19.8458152,POINT (34.8952884 -19.8458152)
30,567929957,,3,34.8955293,-19.8456854,POINT (34.8955293 -19.8456854)
31,567929958,,3,34.896987,-19.8448948,POINT (34.896987 -19.8448948)
32,567929959,,3,34.8975271,-19.8443229,POINT (34.8975271 -19.8443229)
33,567929960,,4,34.8950674,-19.8450733,POINT (34.8950674 -19.8450733)
34,567929962,,4,34.8968822,-19.8445375,POINT (34.8968822 -19.8445375)
35,567929964,,4,34.8937356,-19.8454581,POINT (34.8937356 -19.8454581)
36,567932008,,3,34.8418513,-19.8334454,POINT (34.8418513 -19.8334454)
37,567932013,,3,34.8436081,-19.8306052,POINT (34.8436081 -19.8306052)
38,567932015,,3,34.8438512,-19.8305013,POINT (34.8438512 -19.8305013)
39,567932019,,3,34.844092,-19.8308049,POINT (34.844092 -19.8308049)
40,567932021,,3,34.8440592,-19.830885,POINT (34.8440592 -19.830885)
41,567932023,,3,34.8439472,-19.8309825,POINT (34.8439472 -19.8309825)
42,567932028,,3,34.8436825,-19.8305396,POINT (34.8436825 -19.8305396)
43,567932048,,3,34.8545717,-19.8480323,POINT (34.8545717 -19.8480323)
44,567933738,,3,34.8405901,-19.8479147,POINT (34.8405901 -19.8479147)
45,567933740,,3,34.8485743,-19.8481941,POINT (34.8485743 -19.8481941)
46,567933744,,3,34.8459604,-19.8477497,POINT (34.8459604 -19.8477497)
47,567933748,,3,34.8431305,-19.8479793,POINT (34.8431305 -19.8479793)
48,567933751,,4,34.8401942,-19.8466175,POINT (34.8401942 -19.8466175)
49,567933752,,3,34.8397322,-19.8466149,POINT (34.8397322 -19.8466149)
50,567933754,,3,34.8470189,-19.8431737,POINT (34.8470189 -19.8431737)
51,567933757,,4,34.838047,-19.838891,POINT (34.838047 -19.838891)
52,567933758,,4,34.8386882,-19.8380391,POINT (34.8386882 -19.8380391)
53,567933759,,3,34.8396219,-19.836736,POINT (34.8396219 -19.836736)
54,567933763,,3,34.8398555,-19.8359668,POINT (34.8398555 -19.8359668)
55,567933765,,3,34.8399945,-19.83592,POINT (34.8399945 -19.83592)
56,567933769,,3,34.8402535,-19.8360902,POINT (34.8402535 -19.8360902)
57,567933770,,3,34.84026,-19.8362081,POINT (34.84026 -19.8362081)
58,567933772,,3,34.8400467,-19.8364003,POINT (34.8400467 -19.8364003)
59,567933774,,4,34.8529615,-19.8480512,POINT (34.8529615 -19.8480512)
60,567933777,,3,34.8507581,-19.848275,POINT (34.8507581 -19.848275)
61,567933779,,3,34.8532433,-19.8470772,POINT (34.8532433 -19.8470772)
62,568013320,,4,34.8398016,-19.8387006,POINT (34.8398016 -19.8387006)
63,568013321,,3,34.8393405,-19.8357857,POINT (34.8393405 -19.8357857)
64,568013323,,3,34.8403795,-19.8366171,POINT (34.8403795 -19.8366171)
65,568013326,,3,34.8385911,-19.8353261,POINT (34.8385911 -19.8353261)
66,568013328,,3,34.8376586,-19.8341462,POINT (34.8376586 -19.8341462)
67,568099160,,3,34.8945521,-19.8462483,POINT (34.8945521 -19.8462483)
68,568099424,,3,34.8948814,-19.846065,POINT (34.8948814 -19.846065)
69,568100513,,3,34.876534,-19.8515257,POINT (34.876534 -19.8515257)
70,663132006,,4,34.8474626,-19.8472543,POINT (34.8474626 -19.8472543)
71,663132007,,3,34.847081,-19.8478301,POINT (34.847081 -19.8478301)
72,663132008,,3,34.8459521,-19.8475539,POINT (34.8459521 -19.8475539)
73,663132009,,4,34.848389,-19.8440307,POINT (34.848389 -19.8440307)
74,663132010,,4,34.8477844,-19.8449121,POINT (34.8477844 -19.8449121)
75,663132011,,4,34.8465523,-19.8466957,POINT (34.8465523 -19.8466957)
76,663132012,,4,34.8402779,-19.8415204,POINT (34.8402779 -19.8415204)
77,663132013,,4,34.8453103,-19.8446783,POINT (34.8453103 -19.8446783)
78,663132014,,4,34.8471551,-19.8458162,POINT (34.8471551 -19.8458162)
79,663132015,,4,34.8415234,-19.8397753,POINT (34.8415234 -19.8397753)
80,663132016,,4,34.840874,-19.8406424,POINT (34.840874 -19.8406424)
81,663132017,,3,34.8394512,-19.8391947,POINT (34.8394512 -19.8391947)
82,663132018,,3,34.8411687,-19.84024,POINT (34.8411687 -19.84024)
83,663132020,,4,34.8486902,-19.8454618,POINT (34.8486902 -19.8454618)
84,663132021,,4,34.8492966,-19.844597,POINT (34.8492966 -19.844597)
85,663132500,,3,34.8586841,-19.8485588,POINT (34.8586841 -19.8485588)
86,663132505,,1,34.8844315,-19.8510873,POINT (34.8844315 -19.8510873)
87,663133201,,4,34.8353647,-19.8319418,POINT (34.8353647 -19.8319418)
88,663133207,,4,34.8373781,-19.831312,POINT (34.8373781 -19.831312)
89,663133208,,3,34.8353577,-19.8314128,POINT (34.8353577 -19.8314128)
90,663133209,,4,34.8393252,-19.8371492,POINT (34.8393252 -19.8371492)
91,663133212,,3,34.8412765,-19.8338836,POINT (34.8412765 -19.8338836)
92,663133213,,3,34.8376933,-19.8311669,POINT (34.8376933 -19.8311669)
93,663133215,,3,34.8376752,-19.8303279,POINT (34.8376752 -19.8303279)
94,663133216,,4,34.8389435,-19.8312631,POINT (34.8389435 -19.8312631)
95,663133218,,4,34.8411817,-19.8330084,POINT (34.8411817 -19.8330084)
96,663133221,,4,34.8374988,-19.8296971,POINT (34.8374988 -19.8296971)
97,663133222,,4,34.8385322,-19.8294668,POINT (34.8385322 -19.8294668)
98,663133223,,4,34.8395407,-19.8292334,POINT (34.8395407 -19.8292334)
99,663133224,,3,34.8402465,-19.8290412,POINT (34.8402465 -19.8290412)
100,663133226,,4,34.8398042,-19.8282891,POINT (34.8398042 -19.8282891)
101,663133227,,4,34.8417468,-19.8293628,POINT (34.8417468 -19.8293628)
102,663133228,,4,34.8387115,-19.8300829,POINT (34.8387115 -19.8300829)
103,663133229,,3,34.8396974,-19.8298221,POINT (34.8396974 -19.8298221)
104,663133292,,3,34.8544341,-19.8458725,POINT (34.8544341 -19.8458725)
105,663133619,,3,34.844786,-19.8207978,POINT (34.844786 -19.8207978)
106,663133620,,4,34.8482479,-19.8176614,POINT (34.8482479 -19.8176614)
107,663133621,,4,34.8492414,-19.8182469,POINT (34.8492414 -19.8182469)
108,663133623,,3,34.8691272,-19.7780293,POINT (34.8691272 -19.7780293)
109,663189989,,4,34.8445899,-19.8251893,POINT (34.8445899 -19.8251893)
110,683300816,,4,34.8443935,-19.8441006,POINT (34.8443935 -19.8441006)
111,683300817,,3,34.8437818,-19.8449803,POINT (34.8437818 -19.8449803)
112,683300818,,4,34.8447015,-19.8455306,POINT (34.8447015 -19.8455306)
113,683300819,,4,34.8450316,-19.8431857,POINT (34.8450316 -19.8431857)
114,683300820,,4,34.8462321,-19.8414522,POINT (34.8462321 -19.8414522)
115,683300821,,3,34.8345894,-19.8316496,POINT (34.8345894 -19.8316496)
116,683300823,,4,34.8404011,-19.8378342,POINT (34.8404011 -19.8378342)
117,683300824,,3,34.8441869,-19.8401994,POINT (34.8441869 -19.8401994)
118,683300825,,4,34.8435931,-19.8410538,POINT (34.8435931 -19.8410538)
119,683300826,,4,34.8479944,-19.8295597,POINT (34.8479944 -19.8295597)
120,683300827,,3,34.845756,-19.8297436,POINT (34.845756 -19.8297436)
121,683300830,,4,34.8815538,-19.8490569,POINT (34.8815538 -19.8490569)
122,683300831,,3,34.8805077,-19.845849,POINT (34.8805077 -19.845849)
123,735175518,,4,34.8387672,-19.836808,POINT (34.8387672 -19.836808)
124,735175521,,4,34.8379244,-19.8362686,POINT (34.8379244 -19.8362686)
125,735175522,,3,34.837365,-19.8359294,POINT (34.837365 -19.8359294)
126,735175530,,4,34.8368743,-19.8347436,POINT (34.8368743 -19.8347436)
127,735175541,,4,34.838299,-19.8350065,POINT (34.838299 -19.8350065)
128,735175556,,4,34.8383343,-19.8385419,POINT (34.8383343 -19.8385419)
129,735175562,,4,34.8401284,-19.8382262,POINT (34.8401284 -19.8382262)
130,735175564,,3,34.841852,-19.8393041,POINT (34.841852 -19.8393041)
131,735175570,,3,34.8368805,-19.8362443,POINT (34.8368805 -19.8362443)
132,735175575,,3,34.837654,-19.836672,POINT (34.837654 -19.836672)
133,735175578,,4,34.838496,-19.8372151,POINT (34.838496 -19.8372151)
134,735175583,,3,34.8381672,-19.8376912,POINT (34.8381672 -19.8376912)
135,735175613,,3,34.8363953,-19.8349123,POINT (34.8363953 -19.8349123)
136,735175626,,3,34.8367688,-19.8359833,POINT (34.8367688 -19.8359833)
137,735175631,,3,34.8370994,-19.8370088,POINT (34.8370994 -19.8370088)
138,735175638,,3,34.8363058,-19.8361355,POINT (34.8363058 -19.8361355)
139,735175650,,4,34.8390332,-19.8375438,POINT (34.8390332 -19.8375438)
140,735175682,,3,34.842136,-19.8388969,POINT (34.842136 -19.8388969)
141,762948405,,4,34.8410485,-19.8420373,POINT (34.8410485 -19.8420373)
142,762948406,,3,34.8430301,-19.8301626,POINT (34.8430301 -19.8301626)
143,762948407,,3,34.8461875,-19.8429643,POINT (34.8461875 -19.8429643)
144,762948408,,3,34.8357504,-19.8345589,POINT (34.8357504 -19.8345589)
145,762948409,,3,34.8404334,-19.8428855,POINT (34.8404334 -19.8428855)
146,762948410,,3,34.8425199,-19.8309309,POINT (34.8425199 -19.8309309)
147,762948411,,4,34.8388633,-19.8306382,POINT (34.8388633 -19.8306382)
148,762948412,,4,34.8369325,-19.8332273,POINT (34.8369325 -19.8332273)
149,762948413,,3,34.8522641,-19.8476815,POINT (34.8522641 -19.8476815)
150,762948414,,3,34.8398364,-19.8303797,POINT (34.8398364 -19.8303797)
151,762948417,,3,34.8400711,-19.8311379,POINT (34.8400711 -19.8311379)
152,762948418,,3,34.8367415,-19.834402,POINT (34.8367415 -19.834402)
153,762948421,,4,34.8397788,-19.8458755,POINT (34.8397788 -19.8458755)
154,762948422,,4,34.848585,-19.8476339,POINT (34.848585 -19.8476339)
155,762948423,,4,34.8402159,-19.8458957,POINT (34.8402159 -19.8458957)
156,762948426,,3,34.8464902,-19.8425376,POINT (34.8464902 -19.8425376)
157,762948427,,4,34.8417499,-19.8437135,POINT (34.8417499 -19.8437135)
158,762948429,,3,34.8460611,-19.84225,POINT (34.8460611 -19.84225)
159,762948648,,4,34.8434927,-19.8435392,POINT (34.8434927 -19.8435392)
160,762948649,,3,34.8428652,-19.8444113,POINT (34.8428652 -19.8444113)
161,762948650,,4,34.8830317,-19.8486191,POINT (34.8830317 -19.8486191)
162,776376361,,3,34.877476,-19.8390014,POINT (34.877476 -19.8390014)
163,776376365,,3,34.8777244,-19.8392814,POINT (34.8777244 -19.8392814)
164,776376368,,3,34.8787106,-19.8405666,POINT (34.8787106 -19.8405666)
165,776376370,,3,34.8759962,-19.8371483,POINT (34.8759962 -19.8371483)
166,776376372,,3,34.8783811,-19.8385185,POINT (34.8783811 -19.8385185)
167,776376373,,1,34.8828232,-19.8358763,POINT (34.8828232 -19.8358763)
168,776376375,,4,34.8771553,-19.8377217,POINT (34.8771553 -19.8377217)
169,776376378,,4,34.8767405,-19.8380694,POINT (34.8767405 -19.8380694)
170,776376381,,4,34.8745555,-19.840954,POINT (34.8745555 -19.840954)
171,776380731,,3,34.8769478,-19.8394938,POINT (34.8769478 -19.8394938)
172,776380733,,3,34.8750995,-19.8385829,POINT (34.8750995 -19.8385829)
173,776380735,,4,34.8756927,-19.8384098,POINT (34.8756927 -19.8384098)
174,776380738,,3,34.8754281,-19.8366706,POINT (34.8754281 -19.8366706)
175,776380741,,3,34.8753339,-19.8393283,POINT (34.8753339 -19.8393283)
176,776380745,,3,34.8743615,-19.839594,POINT (34.8743615 -19.839594)
177,776380747,,4,34.8740521,-19.8388986,POINT (34.8740521 -19.8388986)
178,776380749,,3,34.8767696,-19.8389075,POINT (34.8767696 -19.8389075)
179,776380751,,3,34.8765227,-19.8381687,POINT (34.8765227 -19.8381687)
180,776380753,,3,34.8759163,-19.8391576,POINT (34.8759163 -19.8391576)
181,776390396,,3,34.8615138,-19.8323629,POINT (34.8615138 -19.8323629)
182,776390400,,4,34.8698675,-19.8333394,POINT (34.8698675 -19.8333394)
183,776390409,,4,34.8690408,-19.8348406,POINT (34.8690408 -19.8348406)
184,776442122,,3,34.8550155,-19.8067596,POINT (34.8550155 -19.8067596)
185,776442142,,4,34.8545986,-19.8074103,POINT (34.8545986 -19.8074103)
186,776442143,,3,34.8551643,-19.8072996,POINT (34.8551643 -19.8072996)
187,776490100,,4,34.8509979,-19.8301728,POINT (34.8509979 -19.8301728)
188,776490150,,4,34.8507592,-19.8295016,POINT (34.8507592 -19.8295016)
189,776490162,,4,34.8510327,-19.8295156,POINT (34.8510327 -19.8295156)
190,776490175,,3,34.8494197,-19.8339569,POINT (34.8494197 -19.8339569)
191,776490191,,3,34.8508343,-19.8304441,POINT (34.8508343 -19.8304441)
192,776513485,,3,34.844482,-19.8310054,POINT (34.844482 -19.8310054)
193,776513509,,4,34.8490911,-19.8261955,POINT (34.8490911 -19.8261955)
194,776513517,,3,34.8501326,-19.8246996,POINT (34.8501326 -19.8246996)
195,776513519,,4,34.8480809,-19.8302215,POINT (34.8480809 -19.8302215)
196,776513552,,3,34.8453764,-19.8298353,POINT (34.8453764 -19.8298353)
197,776513559,,4,34.8497905,-19.8301133,POINT (34.8497905 -19.8301133)
198,776513564,,3,34.846618,-19.8296597,POINT (34.846618 -19.8296597)
199,776513572,,3,34.8518723,-19.8205014,POINT (34.8518723 -19.8205014)
200,776513582,,3,34.8525981,-19.8303417,POINT (34.8525981 -19.8303417)
201,776513588,,4,34.8459498,-19.830394,POINT (34.8459498 -19.830394)
202,776513591,,4,34.8507256,-19.8301539,POINT (34.8507256 -19.8301539)
203,776521967,,4,34.8562537,-19.8323049,POINT (34.8562537 -19.8323049)
204,776521973,,4,34.8507877,-19.8317492,POINT (34.8507877 -19.8317492)
205,776521975,,3,34.846908,-19.8318519,POINT (34.846908 -19.8318519)
206,776521982,,3,34.8566101,-19.8323269,POINT (34.8566101 -19.8323269)
207,776521990,,3,34.8459582,-19.8318884,POINT (34.8459582 -19.8318884)
208,776521998,,3,34.8577037,-19.8304573,POINT (34.8577037 -19.8304573)
209,776522000,,3,34.8466049,-19.8322834,POINT (34.8466049 -19.8322834)
210,776522005,,4,34.8524533,-19.8319094,POINT (34.8524533 -19.8319094)
211,776522007,,3,34.8495854,-19.8316949,POINT (34.8495854 -19.8316949)
212,776522008,,4,34.8560367,-19.8322886,POINT (34.8560367 -19.8322886)
213,776522010,,3,34.8569664,-19.8321648,POINT (34.8569664 -19.8321648)
214,776534433,,3,34.8456791,-19.8293693,POINT (34.8456791 -19.8293693)
215,776534443,,3,34.851953,-19.8272579,POINT (34.851953 -19.8272579)
216,776534445,,4,34.8481391,-19.8308762,POINT (34.8481391 -19.8308762)
217,776534448,,3,34.8510385,-19.8271998,POINT (34.8510385 -19.8271998)
218,776534450,,3,34.8482511,-19.8256435,POINT (34.8482511 -19.8256435)
219,776534453,,4,34.8518493,-19.8285128,POINT (34.8518493 -19.8285128)
220,776534462,,3,34.8449527,-19.8312899,POINT (34.8449527 -19.8312899)
221,776534465,,3,34.8525355,-19.831008,POINT (34.8525355 -19.831008)
222,776534472,,4,34.8460467,-19.8310454,POINT (34.8460467 -19.8310454)
223,776534474,,4,34.849986,-19.8267503,POINT (34.849986 -19.8267503)
224,776534479,,1,34.8522589,-19.8329578,POINT (34.8522589 -19.8329578)
225,776534482,,3,34.8455073,-19.8296214,POINT (34.8455073 -19.8296214)
226,776534485,,4,34.8508209,-19.8308326,POINT (34.8508209 -19.8308326)
227,776534487,,3,34.8492957,-19.8241986,POINT (34.8492957 -19.8241986)
228,776534489,,3,34.845302,-19.8314978,POINT (34.845302 -19.8314978)
229,776534497,,3,34.8518092,-19.8295597,POINT (34.8518092 -19.8295597)
230,776534499,,4,34.8496974,-19.8307805,POINT (34.8496974 -19.8307805)
231,776534507,,3,34.8457259,-19.8296447,POINT (34.8457259 -19.8296447)
232,776534512,,4,34.8527199,-19.8296089,POINT (34.8527199 -19.8296089)
233,776534521,,3,34.8455048,-19.8311722,POINT (34.8455048 -19.8311722)
234,776741680,,3,34.8564526,-19.8289337,POINT (34.8564526 -19.8289337)
235,776741689,,4,34.854314,-19.8469164,POINT (34.854314 -19.8469164)
236,776741692,,4,34.8548841,-19.8439577,POINT (34.8548841 -19.8439577)
237,776741705,,3,34.8567203,-19.8263013,POINT (34.8567203 -19.8263013)
238,1643382046,,3,34.8371357,-19.8345488,POINT (34.8371357 -19.8345488)
239,1833312832,,1,34.8334693,-19.7978089,POINT (34.8334693 -19.7978089)
240,1833312834,,3,34.8507775,-19.8046703,POINT (34.8507775 -19.8046703)
241,1833312849,,3,34.8364379,-19.8131035,POINT (34.8364379 -19.8131035)
242,1833312852,,3,34.8444712,-19.8132716,POINT (34.8444712 -19.8132716)
243,1833312855,,3,34.8432374,-19.8133701,POINT (34.8432374 -19.8133701)
244,1833312963,,3,34.8370375,-19.8167426,POINT (34.8370375 -19.8167426)
245,1833312983,,3,34.840581,-19.8192549,POINT (34.840581 -19.8192549)
246,1833312986,,3,34.8403246,-19.8194855,POINT (34.8403246 -19.8194855)
247,1833313010,,3,34.840109,-19.8207613,POINT (34.840109 -19.8207613)
248,1833313022,,1,34.8343142,-19.8218628,POINT (34.8343142 -19.8218628)
249,1833313032,,3,34.8390268,-19.822397,POINT (34.8390268 -19.822397)
250,1833313048,,3,34.8347526,-19.8240366,POINT (34.8347526 -19.8240366)
251,1833313053,,3,34.8371919,-19.8249448,POINT (34.8371919 -19.8249448)
252,1833313060,,3,34.837233,-19.8255564,POINT (34.837233 -19.8255564)
253,1833313062,,3,34.836548,-19.825641,POINT (34.836548 -19.825641)
254,1833313065,,3,34.838055,-19.8260759,POINT (34.838055 -19.8260759)
255,1833313069,,3,34.8644666,-19.8459497,POINT (34.8644666 -19.8459497)
256,1833313071,,3,34.8648572,-19.8460205,POINT (34.8648572 -19.8460205)
257,1833313072,,3,34.8677933,-19.8465754,POINT (34.8677933 -19.8465754)
258,1833313075,,4,34.8877586,-19.8472185,POINT (34.8877586 -19.8472185)
259,1833313076,,7,34.8880347,-19.8481703,POINT (34.8880347 -19.8481703)
260,1833313078,,4,34.8705241,-19.8485923,POINT (34.8705241 -19.8485923)
261,1833313079,,4,34.8673756,-19.8487695,POINT (34.8673756 -19.8487695)
262,1833313080,,3,34.8723312,-19.8489578,POINT (34.8723312 -19.8489578)
263,1833313081,,4,34.8688766,-19.8490592,POINT (34.8688766 -19.8490592)
264,1833313083,,4,34.8703697,-19.8493274,POINT (34.8703697 -19.8493274)
265,1833313084,,4,34.8801748,-19.8494517,POINT (34.8801748 -19.8494517)
266,1833313086,,3,34.864131,-19.8495332,POINT (34.864131 -19.8495332)
267,1833313087,,4,34.8722227,-19.8496843,POINT (34.8722227 -19.8496843)
268,1833313088,,3,34.8820716,-19.8497885,POINT (34.8820716 -19.8497885)
269,1833313089,,3,34.8687138,-19.8497848,POINT (34.8687138 -19.8497848)
270,1833313092,,3,34.8818039,-19.8498099,POINT (34.8818039 -19.8498099)
271,1833313093,,3,34.881625,-19.849906,POINT (34.881625 -19.849906)
272,1833313096,,3,34.8672179,-19.8501082,POINT (34.8672179 -19.8501082)
273,1833313097,,3,34.8821523,-19.8500497,POINT (34.8821523 -19.8500497)
274,1833313098,,3,34.8777974,-19.8501604,POINT (34.8777974 -19.8501604)
275,1833313101,,3,34.8720675,-19.8503905,POINT (34.8720675 -19.8503905)
276,1833313103,,3,34.8702088,-19.8506631,POINT (34.8702088 -19.8506631)
277,1833313104,,4,34.8794786,-19.8507212,POINT (34.8794786 -19.8507212)
278,1833313105,,3,34.8719648,-19.8509773,POINT (34.8719648 -19.8509773)
279,1833346995,,3,34.8374673,-19.825706,POINT (34.8374673 -19.825706)
280,1833346999,,3,34.8366982,-19.8267815,POINT (34.8366982 -19.8267815)
281,1833347000,,3,34.8372963,-19.8267638,POINT (34.8372963 -19.8267638)
282,1833347001,,3,34.8373661,-19.8270389,POINT (34.8373661 -19.8270389)
283,1833347002,,3,34.8366217,-19.8270944,POINT (34.8366217 -19.8270944)
284,1833347003,,3,34.8368055,-19.8272407,POINT (34.8368055 -19.8272407)
285,1833347005,,3,34.8380044,-19.8274022,POINT (34.8380044 -19.8274022)
286,1833347006,,4,34.8388606,-19.8278804,POINT (34.8388606 -19.8278804)
287,1833347007,,4,34.8381137,-19.8280418,POINT (34.8381137 -19.8280418)
288,1833347009,,3,34.8371106,-19.8282992,POINT (34.8371106 -19.8282992)
289,1833347010,,3,34.839599,-19.8283345,POINT (34.839599 -19.8283345)
290,1833347011,,3,34.8406357,-19.8289394,POINT (34.8406357 -19.8289394)
291,1833347018,,3,34.8607585,-19.8444641,POINT (34.8607585 -19.8444641)
292,1833347019,,4,34.8599251,-19.8449012,POINT (34.8599251 -19.8449012)
293,1833347043,,4,34.8863479,-19.847641,POINT (34.8863479 -19.847641)
294,1833347044,,4,34.8616517,-19.8477988,POINT (34.8616517 -19.8477988)
295,1833347052,,3,34.8616221,-19.8482555,POINT (34.8616221 -19.8482555)
296,1833347055,,3,34.861201,-19.8487361,POINT (34.861201 -19.8487361)
297,1833347056,,3,34.861959,-19.8488584,POINT (34.861959 -19.8488584)
298,1836461726,,3,34.882818,-19.7699383,POINT (34.882818 -19.7699383)
299,1934233567,,3,34.8414642,-19.844129,POINT (34.8414642 -19.844129)
300,1934233575,,3,34.8427743,-19.8443572,POINT (34.8427743 -19.8443572)
301,1934233578,,3,34.8418286,-19.8444006,POINT (34.8418286 -19.8444006)
302,1934233584,,3,34.8412518,-19.8444406,POINT (34.8412518 -19.8444406)
303,1934233587,,3,34.842962,-19.8444714,POINT (34.842962 -19.8444714)
304,1934233597,,4,34.8424767,-19.8447665,POINT (34.8424767 -19.8447665)
305,1934233601,,4,34.8426632,-19.8448835,POINT (34.8426632 -19.8448835)
306,1934233648,,3,34.840767,-19.8451265,POINT (34.840767 -19.8451265)
307,1934233651,,3,34.8422084,-19.8451218,POINT (34.8422084 -19.8451218)
308,1934233654,,3,34.8423747,-19.8451266,POINT (34.8423747 -19.8451266)
309,1934233656,,3,34.842499,-19.845126,POINT (34.842499 -19.845126)
310,1934233660,,4,34.8462217,-19.8452674,POINT (34.8462217 -19.8452674)
311,1934233661,,3,34.8433451,-19.8452932,POINT (34.8433451 -19.8452932)
312,1934233672,,4,34.8423719,-19.8459106,POINT (34.8423719 -19.8459106)
313,1934233684,,3,34.8443878,-19.8459691,POINT (34.8443878 -19.8459691)
314,1934233691,,4,34.8456309,-19.8461092,POINT (34.8456309 -19.8461092)
315,1934233704,,4,34.8441074,-19.8463848,POINT (34.8441074 -19.8463848)
316,1934233714,,4,34.8423854,-19.8466401,POINT (34.8423854 -19.8466401)
317,1934233730,,4,34.845044,-19.8469567,POINT (34.845044 -19.8469567)
318,1934233732,,4,34.8436772,-19.8470089,POINT (34.8436772 -19.8470089)
319,1934233734,,3,34.844621,-19.8476122,POINT (34.844621 -19.8476122)
320,1934233740,,3,34.8431663,-19.8477052,POINT (34.8431663 -19.8477052)
321,1934233744,,3,34.8424112,-19.8477367,POINT (34.8424112 -19.8477367)
322,1934233747,,3,34.8446249,-19.847794,POINT (34.8446249 -19.847794)
323,1934233749,,3,34.8424192,-19.8481419,POINT (34.8424192 -19.8481419)
324,1934244650,,4,34.8429936,-19.8419157,POINT (34.8429936 -19.8419157)
325,1934244651,,4,34.8471494,-19.8420223,POINT (34.8471494 -19.8420223)
326,1934244652,,3,34.8452645,-19.8420873,POINT (34.8452645 -19.8420873)
327,1934244654,,4,34.845695,-19.8421681,POINT (34.845695 -19.8421681)
328,1934244677,,4,34.8455134,-19.8424069,POINT (34.8455134 -19.8424069)
329,1934244686,,3,34.8456236,-19.8426109,POINT (34.8456236 -19.8426109)
330,1934244688,,3,34.8480738,-19.8425862,POINT (34.8480738 -19.8425862)
331,1934244692,,4,34.8466365,-19.8427533,POINT (34.8466365 -19.8427533)
332,1934244695,,4,34.8423453,-19.8428346,POINT (34.8423453 -19.8428346)
333,1934244711,,4,34.8464544,-19.8430349,POINT (34.8464544 -19.8430349)
334,1934244719,,4,34.8474732,-19.8434606,POINT (34.8474732 -19.8434606)
335,1934244721,,3,34.8498852,-19.8437392,POINT (34.8498852 -19.8437392)
336,1934244722,,4,34.8459106,-19.8437676,POINT (34.8459106 -19.8437676)
337,1934244724,,4,34.8508061,-19.8443029,POINT (34.8508061 -19.8443029)
338,1934244726,,4,34.8468563,-19.8443419,POINT (34.8468563 -19.8443419)
339,1934244728,,3,34.8541545,-19.8445884,POINT (34.8541545 -19.8445884)
340,1934244732,,3,34.8533807,-19.8447284,POINT (34.8533807 -19.8447284)
341,1934244735,,3,34.8545555,-19.8448734,POINT (34.8545555 -19.8448734)
342,1934244736,,4,34.8517177,-19.8448609,POINT (34.8517177 -19.8448609)
343,1934244743,,4,34.850209,-19.8451793,POINT (34.850209 -19.8451793)
344,1934244745,,3,34.8535438,-19.8452045,POINT (34.8535438 -19.8452045)
345,1934244751,,4,34.8526747,-19.8456002,POINT (34.8526747 -19.8456002)
346,1934244753,,4,34.851125,-19.8457363,POINT (34.851125 -19.8457363)
347,1934244756,,3,34.8495935,-19.8460309,POINT (34.8495935 -19.8460309)
348,1934244758,,3,34.8496986,-19.8461034,POINT (34.8496986 -19.8461034)
349,1934244760,,3,34.8538595,-19.8461942,POINT (34.8538595 -19.8461942)
